,Fitness,Player Life,Enemy Life,Time
0,89.7319398588649,52.00000000000032,0.0,237.0
1,90.33679627126205,56.200000000000315,0.0,197.0
2,87.75616819497442,32.200000000000266,0.0,236.0
3,91.06506424239105,62.80000000000034,0.0,184.0
4,88.35853908213778,38.80000000000028,0.0,250.0
5,84.6344123549921,14.200000000000227,0.0,885.0
6,90.03679627126205,53.200000000000315,0.0,197.0
7,85.85165549623892,14.200000000000227,0.0,262.0
8,86.79289246928256,21.40000000000024,0.0,210.0
9,87.55586874329958,40.000000000000284,0.0,629.0
