,Fitness,Player Life,Enemy Life,Time
0,86.95339386227273,40.600000000000286,0.0,1220.0
1,91.65328304939493,84.40000000000015,0.0,886.0
2,87.23230630065262,43.60000000000029,0.0,1246.0
3,90.5541089251166,74.20000000000024,0.0,959.0
4,87.09328304939494,38.80000000000028,0.0,886.0
5,89.6375625290022,65.20000000000033,0.0,975.0
6,88.59224472101789,55.00000000000032,0.0,1000.0
7,87.88691962434449,46.6000000000003,0.0,874.0
8,91.69828865951929,85.60000000000014,0.0,955.0
9,90.36064419553958,72.40000000000026,0.0,972.0
