,Fitness,Player Life,Enemy Life,Time
0,84.79703951986407,4.600000000000234,0.0,288.0
1,88.89304320757083,55.60000000000032,0.0,786.0
2,84.38626719449066,1.000000000000234,0.0,303.0
3,88.65616819497443,41.20000000000029,0.0,236.0
4,91.74274196871555,83.80000000000015,0.0,763.0
5,93.27351154254231,97.00000000000003,0.0,618.0
6,89.12926227199755,52.00000000000032,0.0,433.0
7,90.20814186652396,55.60000000000032,0.0,211.0
8,87.82163506406381,42.40000000000029,0.0,613.0
9,92.08515212478801,95.20000000000005,0.0,1694.0
