,Fitness,Player Life,Enemy Life,Time
0,90.51679627126205,58.00000000000033,0.0,197.0
1,83.86818173229014,2.8000000000002343,0.0,609.0
2,84.07153170408237,2.200000000000234,0.0,468.0
3,84.98811752271651,8.200000000000232,0.0,341.0
4,86.62155160670237,35.800000000000274,0.0,1052.0
5,75.44317193830047,0.0,10.0,259.0
6,84.61463815194546,5.200000000000234,0.0,367.0
7,89.13289246928257,44.800000000000296,0.0,210.0
8,88.07165549623893,36.400000000000276,0.0,262.0
9,86.67616819497442,21.40000000000024,0.0,236.0
