,Fitness,Player Life,Enemy Life,Time
0,86.8810759347245,37.00000000000028,0.0,915.0
1,89.34423107801578,61.00000000000033,0.0,859.0
2,90.70461661366535,74.20000000000024,0.0,825.0
3,89.95306671553816,68.2000000000003,0.0,960.0
4,90.63328304939495,74.20000000000024,0.0,886.0
5,90.32541341912354,71.20000000000027,0.0,893.0
6,88.96163506406383,53.80000000000032,0.0,613.0
7,90.27328304939495,70.60000000000028,0.0,886.0
8,89.61114962165809,65.80000000000032,0.0,1063.0
9,89.51853182364631,59.80000000000033,0.0,640.0
