,gen,nevals,mean,max
0,0,100,9.20464041824309,75.17399989261955
1,1,100,21.4206395315922,75.24742736117437
2,2,100,37.900039609362445,75.24742736117437
3,3,100,41.491925331153176,75.24742736117437
4,4,100,51.69764061981538,75.24742736117437
5,5,100,56.34126804741793,75.62010264645954
6,6,100,61.60173795358117,89.27092827018352
7,7,100,63.88127156425216,89.27092827018352
8,8,100,62.81030814667467,86.16619038813077
9,9,100,62.15284958398547,86.16619038813077
10,10,100,66.13208302624861,86.16619038813077
11,11,100,67.83278491266209,86.16619038813077
12,12,100,64.92116365228394,86.16619038813077
13,13,100,63.61304885518011,86.16619038813077
14,14,100,63.85162192415144,86.16619038813077
15,15,100,66.15455460843667,86.16619038813077
16,16,100,65.56256758050469,86.16619038813077
17,17,100,60.27656307350728,85.32324619773175
18,18,100,61.4841637995764,85.3642577864131
19,19,100,63.78451101283562,85.32324619773175
20,20,100,67.76042122955076,85.32324619773175
21,21,100,67.06817780649791,85.32324619773175
22,22,100,67.59512188292081,85.32324619773175
23,23,100,68.4443433051713,88.36896154643432
24,24,100,68.24138990999846,88.36896154643432
25,25,100,65.49506565225161,88.36896154643432
26,26,100,66.56249366856989,90.80889138314545
27,27,100,67.36559090939036,89.24661051127251
28,28,100,68.09441920816667,89.24661051127251
29,29,100,71.39074685889433,89.24661051127251
30,30,100,67.60176303125267,89.24661051127251
31,31,100,65.75938233990797,89.59550058692486
32,32,100,67.0988967063667,89.24661051127251
33,33,100,65.78623527179144,89.24661051127251
34,34,100,68.18378621226896,89.24661051127251
35,35,100,66.86544288806729,89.24661051127251
36,36,100,64.83124756770948,89.24661051127251
37,37,100,63.24152923286063,89.24661051127251
38,38,100,64.53058224003374,85.32324619773175
39,39,100,65.95324414451856,85.32324619773175
40,40,100,65.13438439318841,85.32324619773175
41,41,100,67.85669289059014,85.32324619773175
42,42,100,67.86184469599272,85.32324619773175
43,43,100,70.2326054520273,90.19936107665805
44,44,100,69.1679740021561,87.39289246928256
45,45,100,71.10647340871238,87.39289246928256
46,46,100,73.22089419775945,87.39289246928256
47,47,100,72.88922630801551,87.39289246928256
48,48,100,74.34113063856657,87.39289246928256
49,49,100,72.21697249654821,87.39289246928256
50,50,100,71.53606290248602,87.39289246928256
51,51,100,70.55116287099084,90.9106543710456
52,52,100,71.36333808606808,90.9106543710456
53,53,100,69.96543740147044,87.39289246928256
54,54,100,70.02257827225216,89.6387417894553
55,55,100,67.56781240050091,89.6387417894553
56,56,100,71.64107646322809,89.6387417894553
57,57,100,75.26991334675662,89.6387417894553
58,58,100,75.10399707013836,89.6387417894553
59,59,100,76.99965606616911,89.6387417894553
60,60,100,76.69510578057204,91.05289246928257
61,61,100,75.09465228183718,91.31550493721095
62,62,100,71.41734700127981,91.31550493721095
63,63,100,75.2830063433618,91.31550493721095
64,64,100,72.24531503529091,91.31550493721095
65,65,100,72.01331412671355,91.18183729848228
66,66,100,77.13048347554732,91.3987078342906
67,67,100,76.28091618311252,91.3987078342906
68,68,100,76.78886570364502,91.3987078342906
69,69,100,76.35286299494122,91.31550493721095
70,70,100,77.33455437688052,91.31550493721095
71,71,100,75.56970045188251,90.53758228947824
72,72,100,79.24391483410673,90.85504998251862
73,73,100,78.36279217797686,90.67504998251863
74,74,100,75.17816438325154,90.67504998251863
75,75,100,76.51111555564756,90.53758228947824
76,76,100,78.16345682091982,90.53758228947824
77,77,100,78.47547316506558,90.53758228947824
78,78,100,77.07343528794426,90.53758228947824
79,79,100,77.10590968955142,90.53758228947824
80,80,100,80.34453918880678,91.63669509194095
81,81,100,81.53218233397678,91.51669509194096
82,82,100,84.77036558725972,91.51669509194096
83,83,100,84.49285383906687,91.56936197187237
84,84,100,87.06478365636454,91.56936197187237
85,85,100,86.87038855719338,91.62679402095824
86,86,100,89.52366560985209,91.62679402095824
87,87,100,88.75474553838053,91.62679402095824
88,88,100,88.46937264457036,91.62679402095824
89,89,100,90.2186340372825,91.62679402095824
90,90,100,89.45685969858627,91.64168263345199
91,91,100,90.72278855788407,91.64168263345199
92,92,100,87.95388934224006,91.64168263345199
93,93,100,89.20694232164844,91.64168263345199
94,94,100,90.20810731025564,91.64168263345199
95,95,100,90.80277607379598,91.64168263345199
96,96,100,89.65367339229557,91.64168263345199
97,97,100,89.81085428941884,91.64168263345199
98,98,100,87.01123054906272,91.701682633452
99,99,100,87.90234353344316,91.701682633452
100,100,100,91.17575606111416,91.701682633452
0,0,100,11.148073483044719,66.88801221164346
1,1,100,24.935139763943244,66.88801221164346
2,2,100,38.58745958859813,75.28626719449063
3,3,100,45.64303301589962,75.28626719449063
4,4,100,49.58869578040263,75.28626719449063
5,5,100,56.37864703493851,75.57504998251859
6,6,100,55.485660155976475,75.57504998251859
7,7,100,60.67100074122934,75.53193985886487
8,8,100,56.28940962226631,75.53193985886487
9,9,100,53.779389852441916,75.27641489804762
10,10,100,54.55584657111765,66.88801221164346
11,11,100,57.55999009161869,75.89405452609942
12,12,100,56.425871903850854,75.89405452609942
13,13,100,56.16963286933996,75.89405452609942
14,14,100,56.11112214949754,84.97703951986408
15,15,100,59.75111450515296,84.97703951986408
16,16,100,62.521114639912746,84.97703951986408
17,17,100,59.34203605050601,88.63835757739072
18,18,100,59.65996774866967,88.63835757739072
19,19,100,62.590683594334315,88.63835757739072
20,20,100,60.82486834315665,88.63835757739072
21,21,100,67.0930974055445,88.63835757739072
22,22,100,70.27469533735625,88.63835757739072
23,23,100,68.05419677448998,88.63835757739072
24,24,100,69.81706639494197,88.63835757739072
25,25,100,67.11643684182813,88.63835757739072
26,26,100,74.06554627094005,88.63835757739072
27,27,100,74.10331638389059,88.63835757739072
28,28,100,71.61050180824199,88.63835757739072
29,29,100,72.68707890855426,88.63835757739072
30,30,100,71.28163708933629,88.63835757739072
31,31,100,73.43039913103888,88.63835757739072
32,32,100,72.75788686787672,88.63835757739072
33,33,100,74.4400704449744,88.63835757739072
34,34,100,72.22713851826929,88.63835757739072
35,35,100,70.70210292279553,92.27611947915375
36,36,100,72.09887124961362,92.27611947915375
37,37,100,68.8441818312819,92.27611947915375
38,38,100,73.63580820734956,92.27611947915375
39,39,100,71.41373938016378,92.27611947915375
40,40,100,71.82157587299417,92.27611947915375
41,41,100,69.22849527545843,92.27611947915375
42,42,100,69.89367998191186,92.27611947915375
43,43,100,73.75039977339202,92.27611947915375
44,44,100,70.72831921123554,92.27611947915375
45,45,100,69.84622098541846,92.27611947915375
46,46,100,74.18729818697344,92.27611947915375
47,47,100,73.60291644721485,92.27611947915375
48,48,100,74.67236869620672,92.27611947915375
49,49,100,74.60669427074544,92.27611947915375
50,50,100,73.05491701895298,92.27611947915375
51,51,100,73.19110799194529,92.27611947915375
52,52,100,73.56024044010003,92.27611947915375
53,53,100,75.11950135646467,92.27611947915375
54,54,100,73.04147806913325,92.27611947915375
55,55,100,74.54747494086685,92.27611947915375
56,56,100,74.26893528390629,92.27611947915375
57,57,100,72.64293072883903,92.27611947915375
58,58,100,73.69206308982261,92.27611947915375
59,59,100,73.69794108876926,92.27611947915375
60,60,100,73.00086297521952,92.27611947915375
61,61,100,76.86366851059469,92.27611947915375
62,62,100,78.81874745597452,92.27611947915375
63,63,100,80.78349406439753,93.02552606686933
64,64,100,76.93567926345911,93.02552606686933
65,65,100,76.65931080388823,93.02552606686933
66,66,100,78.13319627725316,93.02552606686933
67,67,100,76.40549849608811,93.02552606686933
68,68,100,77.57304935963938,93.02552606686933
69,69,100,77.77942833901068,93.02552606686933
70,70,100,79.95085374709504,93.02552606686933
71,71,100,79.50120084912847,93.02552606686933
72,72,100,84.21121282287692,93.02552606686933
73,73,100,84.25469167195087,92.90552606686933
74,74,100,84.31822105086536,92.90552606686933
75,75,100,87.73752281541921,92.90552606686933
76,76,100,90.63411870077499,92.48552606686934
77,77,100,90.80185159022261,92.48552606686934
78,78,100,91.40578687724955,92.84552606686933
79,79,100,92.30157794029383,92.84552606686933
80,80,100,91.14361365825087,92.84552606686933
81,81,100,91.95732848895804,92.84552606686933
82,82,100,92.00432356350746,92.84552606686933
83,83,100,90.10198132054992,93.01971843439497
84,84,100,89.60838186393931,93.5127463148428
85,85,100,87.56770323046766,93.5127463148428
86,86,100,90.48834768851826,93.5127463148428
87,87,100,91.03230713345357,93.5127463148428
88,88,100,91.35054397677074,93.91971843439497
89,89,100,90.50344466679971,93.5127463148428
90,90,100,90.34141877636698,93.5127463148428
91,91,100,90.97328869195593,93.5127463148428
92,92,100,92.21759336293911,93.97971843439497
93,93,100,92.1218551543334,94.03971843439497
94,94,100,91.56715602364733,94.09971843439497
95,95,100,91.48376443182926,94.09971843439497
96,96,100,92.08277721412331,94.09971843439497
97,97,100,91.98615922737405,94.09971843439497
98,98,100,90.61984831282486,94.09971843439497
99,99,100,91.47856823268165,94.09971843439497
100,100,100,91.61564530283458,94.09971843439497
0,0,100,7.68958310251462,66.27968822339258
1,1,100,23.738211372858096,66.59732261812772
2,2,100,34.487753087553585,74.97655240703897
3,3,100,41.29253807786114,85.49060701409176
4,4,100,48.79061236731869,85.49060701409176
5,5,100,52.893596126525864,90.49946500072774
6,6,100,56.63356202593505,75.29621752534379
7,7,100,62.404006992605346,75.29621752534379
8,8,100,63.821369823587176,75.52772932632853
9,9,100,65.76818886803095,75.29621752534379
10,10,100,67.24854718220399,75.30964054567593
11,11,100,62.32170877269171,85.2229722985938
12,12,100,62.58574845401598,75.30964054567593
13,13,100,62.13932183116237,75.30964054567593
14,14,100,64.77397031255202,75.30964054567593
15,15,100,66.4220234714611,75.30964054567593
16,16,100,67.62353452979877,75.3510257618388
17,17,100,65.03753431024175,75.3510257618388
18,18,100,68.71299081260717,75.3510257618388
19,19,100,67.43719851970872,75.3510257618388
