,gen,nevals,mean,max
0,0,150,7.638412509704278,91.77237888630937
1,1,150,23.631980433065753,91.92700044143626
2,2,150,42.007071766556535,91.92700044143626
3,3,150,59.211945759227795,92.92700044143626
4,4,150,68.09795068334417,92.77611947915372
5,5,150,76.11380617884315,94.30624979919324
6,6,150,81.88417616896533,93.52700044143626
7,7,150,83.7255418997095,93.52700044143626
8,8,150,86.02920139196634,92.77611947915372
9,9,150,86.74568910721823,92.77611947915372
10,10,150,86.60879379025876,92.77611947915372
11,11,150,88.34462581243788,93.04704041507837
12,12,150,89.17180898471668,93.72700044143625
13,13,150,87.84083357594014,93.04704041507837
14,14,150,86.74531471592228,93.04704041507837
15,15,150,86.65078162722128,93.52700044143626
16,16,150,88.42967020745432,93.52700044143626
17,17,150,88.02731696355085,93.72700044143625
18,18,150,87.08612514292646,93.72700044143625
19,19,150,88.7797431567984,93.72700044143625
20,20,150,88.5817273448526,93.72700044143625
21,21,150,86.57591437554198,93.72700044143625
22,22,150,87.9069068438093,93.72700044143625
23,23,150,90.93114689073866,93.72700044143625
24,24,150,90.05572536366103,93.72700044143625
25,25,150,89.68942692423514,93.72700044143625
26,26,150,90.5452782327082,93.72700044143625
27,27,150,90.85608546784013,93.91859563501554
28,28,150,88.42517199222215,93.91859563501554
29,29,150,91.09027797025774,93.91859563501554
30,30,150,91.57216172490327,93.91859563501554
31,31,150,91.06869427527825,93.91859563501554
32,32,150,89.7451355172004,93.91859563501554
33,33,150,91.07744907704841,93.91859563501554
34,34,150,91.89772888799409,93.91859563501554
35,35,150,91.40674998311873,93.91859563501554
36,36,150,90.57603297428213,93.91859563501554
37,37,150,88.55548009676271,93.91859563501554
38,38,150,90.10356750746631,94.35657488308075
39,39,150,91.81004492351273,93.91859563501554
40,40,150,92.47406802716505,93.91859563501554
41,41,150,90.35773914495954,93.91859563501554
42,42,150,91.49576173064091,93.91859563501554
43,43,150,92.12933369466437,93.91859563501554
44,44,150,91.88172723155505,93.91859563501554
45,45,150,91.05556186368493,93.91859563501554
46,46,150,90.50464760175625,94.18936470590374
47,47,150,90.5609836634616,94.18936470590374
48,48,150,90.23035073274245,94.68801221164345
49,49,150,89.7158710083598,94.68801221164345
50,50,150,89.5570845474192,94.68801221164345
51,51,150,90.77603361307837,94.68801221164345
52,52,150,89.33094485261351,94.68801221164345
53,53,150,91.14062068595564,94.68801221164345
54,54,150,89.20157411000478,94.68801221164345
55,55,150,91.14287952445065,94.68801221164345
56,56,150,91.06604664460006,94.68801221164345
57,57,150,92.83381917644493,94.68801221164345
58,58,150,88.54183527799188,94.68801221164345
59,59,150,89.20769606916967,94.68801221164345
60,60,150,92.70432941082913,94.68801221164345
61,61,150,91.2931010982471,94.68801221164345
62,62,150,91.11276720448541,94.68801221164345
63,63,150,92.49755323842524,94.68801221164345
64,64,150,90.83854822552517,94.68801221164345
65,65,150,92.26560135871324,94.68801221164345
66,66,150,93.37148918960474,94.68801221164345
67,67,150,93.41648926867553,94.68801221164345
68,68,150,92.35045469307978,94.68801221164345
69,69,150,93.678437167047,94.68801221164345
70,70,150,94.20318750304148,94.68801221164345
71,71,150,94.17350574325424,94.68801221164345
